province,scenario,percentile,period,rx1day,source_file
Shaanxi Sheng,ssp245,p10,2020-2039,26.88,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Shandong Sheng,ssp245,p10,2020-2039,31.69,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Shanghai Shi,ssp245,p10,2020-2039,40.09,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Shanxi Sheng,ssp245,p10,2020-2039,23.92,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Sichuan Sheng,ssp245,p10,2020-2039,20.09,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Taiwan Sheng,ssp245,p10,2020-2039,92.65,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Tianjin Shi,ssp245,p10,2020-2039,27.99,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p10,2020-2039,6.45,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Xizang Zizhiqu,ssp245,p10,2020-2039,8.9,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Yunnan Sheng,ssp245,p10,2020-2039,25.83,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Zhejiang Sheng,ssp245,p10,2020-2039,44.56,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Anhui Sheng,ssp245,p10,2040-2059,41.22,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Beijing Shi,ssp245,p10,2040-2059,26.08,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Chongqing Shi,ssp245,p10,2040-2059,33.56,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Fujian Sheng,ssp245,p10,2040-2059,47.29,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Gansu Sheng,ssp245,p10,2040-2059,12.56,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Guangdong Sheng,ssp245,p10,2040-2059,48.35,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p10,2040-2059,42.78,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Guizhou Sheng,ssp245,p10,2040-2059,30.41,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Hainan Sheng,ssp245,p10,2040-2059,45.31,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Hebei Sheng,ssp245,p10,2040-2059,24.93,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Heilongjiang Sheng,ssp245,p10,2040-2059,20.96,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Henan Sheng,ssp245,p10,2040-2059,33.09,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
"Hong Kong, SAR",ssp245,p10,2040-2059,45.72,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Hubei Sheng,ssp245,p10,2040-2059,38.44,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Hunan Sheng,ssp245,p10,2040-2059,41.08,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Jiangsu Sheng,ssp245,p10,2040-2059,40.19,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Jiangxi Sheng,ssp245,p10,2040-2059,44.74,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Jilin Sheng,ssp245,p10,2040-2059,25.15,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Liaoning Sheng,ssp245,p10,2040-2059,30.58,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
"Macau, SAR",ssp245,p10,2040-2059,45.36,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp245,p10,2040-2059,14.85,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp245,p10,2040-2059,17.47,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Qinghai Sheng,ssp245,p10,2040-2059,8.1,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Shaanxi Sheng,ssp245,p10,2040-2059,27.68,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Shandong Sheng,ssp245,p10,2040-2059,33.14,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Shanghai Shi,ssp245,p10,2040-2059,41.53,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Shanxi Sheng,ssp245,p10,2040-2059,24.68,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Sichuan Sheng,ssp245,p10,2040-2059,20.78,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Taiwan Sheng,ssp245,p10,2040-2059,94.19,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Tianjin Shi,ssp245,p10,2040-2059,27.72,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p10,2040-2059,6.55,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Xizang Zizhiqu,ssp245,p10,2040-2059,9.1,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Yunnan Sheng,ssp245,p10,2040-2059,26.82,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Zhejiang Sheng,ssp245,p10,2040-2059,46.59,rx1day_CHNprov_ssp245_p10_2040-2059.xlsx
Anhui Sheng,ssp245,p10,2060-2079,41.46,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Beijing Shi,ssp245,p10,2060-2079,27.1,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Chongqing Shi,ssp245,p10,2060-2079,33.7,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Fujian Sheng,ssp245,p10,2060-2079,48.34,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Gansu Sheng,ssp245,p10,2060-2079,12.81,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Guangdong Sheng,ssp245,p10,2060-2079,49.45,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p10,2060-2079,43.0,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Guizhou Sheng,ssp245,p10,2060-2079,30.7,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Hainan Sheng,ssp245,p10,2060-2079,46.95,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Hebei Sheng,ssp245,p10,2060-2079,26.17,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Heilongjiang Sheng,ssp245,p10,2060-2079,21.71,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Henan Sheng,ssp245,p10,2060-2079,34.83,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
"Hong Kong, SAR",ssp245,p10,2060-2079,48.09,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Hubei Sheng,ssp245,p10,2060-2079,39.05,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Hunan Sheng,ssp245,p10,2060-2079,41.67,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Jiangsu Sheng,ssp245,p10,2060-2079,40.28,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Jiangxi Sheng,ssp245,p10,2060-2079,46.38,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Jilin Sheng,ssp245,p10,2060-2079,26.33,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Liaoning Sheng,ssp245,p10,2060-2079,31.91,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
"Macau, SAR",ssp245,p10,2060-2079,49.62,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp245,p10,2060-2079,15.33,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp245,p10,2060-2079,18.33,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Qinghai Sheng,ssp245,p10,2060-2079,8.34,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Shaanxi Sheng,ssp245,p10,2060-2079,28.01,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Shandong Sheng,ssp245,p10,2060-2079,34.02,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Shanghai Shi,ssp245,p10,2060-2079,40.85,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Shanxi Sheng,ssp245,p10,2060-2079,25.35,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Sichuan Sheng,ssp245,p10,2060-2079,21.29,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Taiwan Sheng,ssp245,p10,2060-2079,94.83,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Tianjin Shi,ssp245,p10,2060-2079,28.43,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p10,2060-2079,6.61,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Xizang Zizhiqu,ssp245,p10,2060-2079,9.22,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Yunnan Sheng,ssp245,p10,2060-2079,27.38,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Zhejiang Sheng,ssp245,p10,2060-2079,46.91,rx1day_CHNprov_ssp245_p10_2060-2079.xlsx
Anhui Sheng,ssp245,p10,2080-2099,42.54,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Beijing Shi,ssp245,p10,2080-2099,28.48,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Chongqing Shi,ssp245,p10,2080-2099,34.77,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Fujian Sheng,ssp245,p10,2080-2099,47.76,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Gansu Sheng,ssp245,p10,2080-2099,13.19,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Guangdong Sheng,ssp245,p10,2080-2099,47.8,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p10,2080-2099,43.34,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Guizhou Sheng,ssp245,p10,2080-2099,31.12,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Hainan Sheng,ssp245,p10,2080-2099,48.55,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Hebei Sheng,ssp245,p10,2080-2099,26.61,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Heilongjiang Sheng,ssp245,p10,2080-2099,22.21,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Henan Sheng,ssp245,p10,2080-2099,35.18,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
"Hong Kong, SAR",ssp245,p10,2080-2099,47.92,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Hubei Sheng,ssp245,p10,2080-2099,40.7,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Hunan Sheng,ssp245,p10,2080-2099,41.89,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Jiangsu Sheng,ssp245,p10,2080-2099,41.43,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Jiangxi Sheng,ssp245,p10,2080-2099,45.91,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Jilin Sheng,ssp245,p10,2080-2099,26.51,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Liaoning Sheng,ssp245,p10,2080-2099,32.58,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
"Macau, SAR",ssp245,p10,2080-2099,46.84,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp245,p10,2080-2099,15.65,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp245,p10,2080-2099,18.36,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Qinghai Sheng,ssp245,p10,2080-2099,8.45,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Shaanxi Sheng,ssp245,p10,2080-2099,28.44,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Shandong Sheng,ssp245,p10,2080-2099,34.53,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Shanghai Shi,ssp245,p10,2080-2099,43.67,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Shanxi Sheng,ssp245,p10,2080-2099,25.37,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Sichuan Sheng,ssp245,p10,2080-2099,21.78,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Taiwan Sheng,ssp245,p10,2080-2099,96.41,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Tianjin Shi,ssp245,p10,2080-2099,29.93,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p10,2080-2099,6.73,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Xizang Zizhiqu,ssp245,p10,2080-2099,9.46,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Yunnan Sheng,ssp245,p10,2080-2099,28.02,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Zhejiang Sheng,ssp245,p10,2080-2099,47.74,rx1day_CHNprov_ssp245_p10_2080-2099.xlsx
Anhui Sheng,ssp245,p90,2020-2039,71.32,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Beijing Shi,ssp245,p90,2020-2039,54.0,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Chongqing Shi,ssp245,p90,2020-2039,59.18,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Fujian Sheng,ssp245,p90,2020-2039,83.0,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Gansu Sheng,ssp245,p90,2020-2039,22.67,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Guangdong Sheng,ssp245,p90,2020-2039,89.9,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p90,2020-2039,80.88,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Guizhou Sheng,ssp245,p90,2020-2039,54.52,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Hainan Sheng,ssp245,p90,2020-2039,101.59,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Hebei Sheng,ssp245,p90,2020-2039,48.15,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Heilongjiang Sheng,ssp245,p90,2020-2039,37.25,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Henan Sheng,ssp245,p90,2020-2039,61.71,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
"Hong Kong, SAR",ssp245,p90,2020-2039,89.78,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Hubei Sheng,ssp245,p90,2020-2039,68.72,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Hunan Sheng,ssp245,p90,2020-2039,73.33,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Jiangsu Sheng,ssp245,p90,2020-2039,69.1,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Jiangxi Sheng,ssp245,p90,2020-2039,78.74,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Jilin Sheng,ssp245,p90,2020-2039,45.25,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Liaoning Sheng,ssp245,p90,2020-2039,56.02,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
"Macau, SAR",ssp245,p90,2020-2039,90.91,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp245,p90,2020-2039,27.92,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp245,p90,2020-2039,31.55,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Qinghai Sheng,ssp245,p90,2020-2039,13.49,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Shaanxi Sheng,ssp245,p90,2020-2039,46.96,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Shandong Sheng,ssp245,p90,2020-2039,60.35,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Shanghai Shi,ssp245,p90,2020-2039,71.96,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Shanxi Sheng,ssp245,p90,2020-2039,42.86,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Sichuan Sheng,ssp245,p90,2020-2039,36.58,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Taiwan Sheng,ssp245,p90,2020-2039,255.68,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Tianjin Shi,ssp245,p90,2020-2039,55.68,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p90,2020-2039,13.77,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Xizang Zizhiqu,ssp245,p90,2020-2039,52.13,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Yunnan Sheng,ssp245,p90,2020-2039,48.21,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Zhejiang Sheng,ssp245,p90,2020-2039,80.95,rx1day_CHNprov_ssp245_p90_2020-2039.xlsx
Anhui Sheng,ssp245,p90,2040-2059,71.95,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Beijing Shi,ssp245,p90,2040-2059,56.24,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Chongqing Shi,ssp245,p90,2040-2059,61.14,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Fujian Sheng,ssp245,p90,2040-2059,86.2,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Gansu Sheng,ssp245,p90,2040-2059,23.37,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Guangdong Sheng,ssp245,p90,2040-2059,93.12,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p90,2040-2059,83.28,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Guizhou Sheng,ssp245,p90,2040-2059,55.63,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Hainan Sheng,ssp245,p90,2040-2059,103.39,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Hebei Sheng,ssp245,p90,2040-2059,49.6,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Heilongjiang Sheng,ssp245,p90,2040-2059,37.78,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Henan Sheng,ssp245,p90,2040-2059,62.16,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
"Hong Kong, SAR",ssp245,p90,2040-2059,91.15,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Hubei Sheng,ssp245,p90,2040-2059,69.86,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Hunan Sheng,ssp245,p90,2040-2059,75.28,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Jiangsu Sheng,ssp245,p90,2040-2059,69.7,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Jiangxi Sheng,ssp245,p90,2040-2059,82.35,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Jilin Sheng,ssp245,p90,2040-2059,46.48,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Liaoning Sheng,ssp245,p90,2040-2059,58.37,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
"Macau, SAR",ssp245,p90,2040-2059,94.57,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp245,p90,2040-2059,28.59,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp245,p90,2040-2059,32.53,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Qinghai Sheng,ssp245,p90,2040-2059,14.05,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Shaanxi Sheng,ssp245,p90,2040-2059,49.04,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Shandong Sheng,ssp245,p90,2040-2059,61.86,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Shanghai Shi,ssp245,p90,2040-2059,72.68,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Shanxi Sheng,ssp245,p90,2040-2059,44.47,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Sichuan Sheng,ssp245,p90,2040-2059,38.01,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Taiwan Sheng,ssp245,p90,2040-2059,259.25,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Tianjin Shi,ssp245,p90,2040-2059,57.38,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p90,2040-2059,14.03,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Xizang Zizhiqu,ssp245,p90,2040-2059,25.58,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Yunnan Sheng,ssp245,p90,2040-2059,50.0,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Zhejiang Sheng,ssp245,p90,2040-2059,84.39,rx1day_CHNprov_ssp245_p90_2040-2059.xlsx
Anhui Sheng,ssp245,p90,2060-2079,73.19,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Beijing Shi,ssp245,p90,2060-2079,56.38,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Chongqing Shi,ssp245,p90,2060-2079,61.9,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Fujian Sheng,ssp245,p90,2060-2079,87.08,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Gansu Sheng,ssp245,p90,2060-2079,24.26,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Guangdong Sheng,ssp245,p90,2060-2079,93.47,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p90,2060-2079,84.55,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Guizhou Sheng,ssp245,p90,2060-2079,57.85,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Hainan Sheng,ssp245,p90,2060-2079,102.24,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Hebei Sheng,ssp245,p90,2060-2079,50.8,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Heilongjiang Sheng,ssp245,p90,2060-2079,39.12,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Henan Sheng,ssp245,p90,2060-2079,64.06,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
"Hong Kong, SAR",ssp245,p90,2060-2079,92.38,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Hubei Sheng,ssp245,p90,2060-2079,71.23,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Hunan Sheng,ssp245,p90,2060-2079,75.47,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Jiangsu Sheng,ssp245,p90,2060-2079,69.63,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Jiangxi Sheng,ssp245,p90,2060-2079,82.09,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Jilin Sheng,ssp245,p90,2060-2079,48.05,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Liaoning Sheng,ssp245,p90,2060-2079,60.48,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
"Macau, SAR",ssp245,p90,2060-2079,96.8,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp245,p90,2060-2079,29.29,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp245,p90,2060-2079,34.12,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Qinghai Sheng,ssp245,p90,2060-2079,14.43,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Shaanxi Sheng,ssp245,p90,2060-2079,50.41,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Shandong Sheng,ssp245,p90,2060-2079,63.51,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Shanghai Shi,ssp245,p90,2060-2079,75.69,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Shanxi Sheng,ssp245,p90,2060-2079,45.19,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Sichuan Sheng,ssp245,p90,2060-2079,39.16,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Taiwan Sheng,ssp245,p90,2060-2079,254.9,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Tianjin Shi,ssp245,p90,2060-2079,61.04,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp245,p90,2060-2079,14.25,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Xizang Zizhiqu,ssp245,p90,2060-2079,36.94,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Yunnan Sheng,ssp245,p90,2060-2079,52.17,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Zhejiang Sheng,ssp245,p90,2060-2079,84.34,rx1day_CHNprov_ssp245_p90_2060-2079.xlsx
Anhui Sheng,ssp245,p90,2080-2099,75.07,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Beijing Shi,ssp245,p90,2080-2099,57.55,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Chongqing Shi,ssp245,p90,2080-2099,64.67,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Fujian Sheng,ssp245,p90,2080-2099,88.5,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Gansu Sheng,ssp245,p90,2080-2099,24.69,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Guangdong Sheng,ssp245,p90,2080-2099,94.99,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p90,2080-2099,84.81,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Guizhou Sheng,ssp245,p90,2080-2099,58.95,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Hainan Sheng,ssp245,p90,2080-2099,106.02,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Hebei Sheng,ssp245,p90,2080-2099,51.12,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Heilongjiang Sheng,ssp245,p90,2080-2099,39.63,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Henan Sheng,ssp245,p90,2080-2099,64.63,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
"Hong Kong, SAR",ssp245,p90,2080-2099,95.83,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Hubei Sheng,ssp245,p90,2080-2099,72.34,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Hunan Sheng,ssp245,p90,2080-2099,77.25,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Jiangsu Sheng,ssp245,p90,2080-2099,72.55,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Jiangxi Sheng,ssp245,p90,2080-2099,83.83,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Jilin Sheng,ssp245,p90,2080-2099,48.19,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Liaoning Sheng,ssp245,p90,2080-2099,60.06,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
"Macau, SAR",ssp245,p90,2080-2099,97.55,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp245,p90,2080-2099,29.7,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp245,p90,2080-2099,34.68,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
Qinghai Sheng,ssp245,p90,2080-2099,15.05,rx1day_CHNprov_ssp245_p90_2080-2099.xlsx
